"bbs_code","age2","metric","n","pooledMEAN","pooledSD","sex","pooledVAR","pooledCV"
"GX","non-adult","billlength",43,95.9926086956522,3.38381283194923,"all",11.4501892816643,3.52507643862219
"GX","non-adult","winglength",190,473.842194092827,19.2807045999239,"all",371.745569869527,4.06901387007902
"HG","adults","billdepth",4657,18.5792421266813,1.25950446691798,"all",1.58635150218635,6.77909496162509
"HG","adults","billlength",1040,52.0843295500443,3.30328234384036,"all",10.9116742431274,6.34218079099292
"HG","adults","headbill",2674,118.950522688036,6.53803925099873,"all",42.7459572476,5.49643591575097
"HG","adults","tail",346,167.138162071846,8.1971474120396,"all",67.1932256947075,4.90441399524063
"HG","adults","tarsus",520,59.4873075045489,4.31305068046553,"all",18.6024061722642,7.25037131683212
"HG","adults","winglength",4621,420.289348350712,14.6919638419809,"all",215.853801534075,3.49567837006451
"HG","non-adult","billdepth",31,17.2192307692308,1.41108775030233,"all",1.99116863905329,8.19483616436465
"HG","non-adult","billlength",34,51.7883399209486,3.90151009720643,"all",15.2217810386037,7.53356856613249
"HG","non-adult","tarsus",33,61.7222222222222,4.24788255167679,"all",18.0445061728401,6.88225795951235
"HG","non-adult","winglength",40,411.169515669516,16.8790505378366,"all",284.902347058844,4.10513179955769
"K.","adults","billlength",80,14.45,0.921845974119345,"all",0.849800000000045,6.37955691432073
"K.","adults","tail",81,167,7.43956988004012,"all",55.3472000000002,4.45483226349708
"K.","adults","tarsus",73,39.6,1.07352224010499,"all",1.15245000000004,2.71091474773988
"K.","adults","winglength",82,251,8.98889314654468,"all",80.8001999999978,3.58123232930067
"K.","non-adult","tail",94,161,12.9875575070912,"all",168.676650000001,8.0668059050256
"K.","non-adult","winglength",93,244.5,13.9427633559491,"all",194.400649999996,5.70256169977467
"KI","adults","billlength",772,35.3977992053926,1.75533735808695,"all",3.08120924069567,4.95888839840511
"KI","adults","headbill",768,90.1925117329001,5.14907172552218,"all",26.5129396345719,5.7089791897257
"KI","adults","tail",44,124.5,4.0360934082352,"all",16.2900499999996,3.24184209496803
"KI","adults","tarsus",245,36.2116666666667,2.54728229113044,"all",6.48864707070675,7.03442433229744
"KI","adults","winglength",1074,314.166087205895,10.604176752732,"all",112.448564603183,3.37534100101084
"KI","non-adult","billlength",14,35.2357142857143,2.94766424305686,"all",8.68872448979596,8.36555836261829
"KI","non-adult","winglength",14,309.042857142857,11.4853144919747,"all",131.912448979565,3.71641480348649
"KT","adults","billlength",26,27.55,1.06084871683007,"all",1.12540000000001,3.85063055110734
"KT","adults","tail",20,335,21.2273408603152,"all",450.600000000006,6.33651965979557
"KT","adults","tarsus",13,53,1.22859676053619,"all",1.50945000000002,2.3181070953513
"KT","adults","winglength",27,496.5,22.5008888713315,"all",506.290000000008,4.53190108183917
"KT","non-adult","winglength",10,477,22.1000000000001,"all",488.410000000003,4.63312368972748
"LB","adults","billdepth",494,17.1217259525713,1.15363724898665,"all",1.33087890224948,6.73785605599767
"LB","adults","billlength",368,50.585546875,3.47882152440945,"all",12.1021991986945,6.87710569385725
"LB","adults","headbill",343,115.420406136566,5.76764204981973,"all",33.2656948148488,4.99707308514876
"LB","adults","tail",235,153.199272133096,7.16873154800383,"all",51.3907120073454,4.67935091870138
"LB","adults","tarsus",559,63.8659581619741,4.29051037301276,"all",18.4084792609301,6.71799264661677
"LB","adults","winglength",1457,424.686249427424,14.8709011321793,"all",221.143700483051,3.50162058513284
"LB","non-adult","billdepth",47,13.2,0.964365076099299,"all",0.930000000000007,7.3057960310553
"LB","non-adult","headbill",47,107.05,5.68088901493412,"all",32.2724999999991,5.30676227457648
"LB","non-adult","tarsus",47,64.25,3.33279162264897,"all",11.1074999999992,5.18722431540696
"MX","adults","billlength",310,34.827792721519,1.36731972465627,"all",1.86956322943411,3.92594424685274
"MX","adults","headbill",116,81.6,2.1088503976773,"all",4.44724999978371,2.58437548734963
"MX","adults","tarsus",309,45.7045065789474,1.25789196662858,"all",1.58229219970872,2.75222742959881
"MX","adults","winglength",210,240.993218954248,4.62393156276985,"all",21.3807430971792,1.91869778860777
"MX","unknown","billlength",31,34.6,1.3148383931117,"all",1.72880000000055,3.80011096275057
"MX","unknown","tail",24,74.8,2.8718112751363,"all",8.24729999999999,3.83931988654586
"MX","unknown","tarsus",30,45,1.33680589466099,"all",1.78705000000036,2.97067976591331
"MX","unknown","winglength",24,237,4.56320063113619,"all",20.8228000000017,1.92540111018405
"NX","adults","billlength",46,50.65,1.64217843123093,"all",2.69675000000007,3.24220815642828
"NX","adults","headbill",431,111.173064763587,2.2606750165728,"all",5.11065153055642,2.03347368481762
"NX","adults","tail",33,149.5,5.02848883860752,"all",25.2857000000004,3.3635376846873
"NX","adults","tarsus",398,69.5449249966813,2.16109085697554,"all",4.67031369210326,3.10747456709266
"NX","adults","winglength",494,420.858479591837,11.1753391610081,"all",124.888205363561,2.6553674698075
"NX","non-adult","tail",20,143.5,4.97023641288809,"all",24.7032499999987,3.46357938180355
"NX","non-adult","winglength",20,391,13.8443129118064,"all",191.665000000008,3.5407449902318
"OP","adults","billlength",16,32.95,1.91743318006122,"all",3.67654999999968,5.81922057681705
"OP","adults","tail",14,208.5,14.3561833368064,"all",206.099999999999,6.88545963395992
"OP","adults","tarsus",24,56,1.90394327646598,"all",3.625,3.39989870797496
"OP","adults","winglength",33,482,18.3217084356235,"all",335.684999999998,3.80118432274347
"OP","non-adult","billlength",22,32.35,1.58863148653182,"all",2.52375000000029,4.91076193672896
"OP","non-adult","tail",7,202,4.80000000000009,"all",23.0400000000009,2.37623762376242
"OP","non-adult","winglength",20,474,18.6989304506975,"all",349.650000000023,3.94492203601214
"TE","adults","billlength",176,54.7583333333333,2.66475745372002,"all",7.10093228715641,4.86639620219757
"TE","adults","headbill",139,102.366666666667,4.2872005888331,"all",18.3800888888909,4.18808263318115
"TE","adults","tail",56,73.55,2.57515048103976,"all",6.6313999999993,3.50122431140688
"TE","adults","tarsus",149,26.0770562770563,1.98448396715128,"all",3.93817661588048,7.6100766362088
"TE","adults","winglength",359,301.770418470418,10.7157894227442,"all",114.828142952596,3.55097410709082
"TE","non-adult","billlength",19,45.1,4.42,"all",19.5364,9.80044345898003
"TE","non-adult","headbill",19,95.4,5.67000000000001,"all",32.1489000000001,5.94339622641511
"TE","non-adult","winglength",134,293.008474576271,13.7965331533552,"all",190.344327051629,4.70857819839744
"TL","adults","billlength",55,16.2598181818182,0.561794174351414,"all",0.315612694335186,3.45510735771704
"TL","adults","headbill",53,41.0066037735849,1.26597854392553,"all",1.6027016736798,3.08725528921035
"TL","adults","tail",8,81.7,3.40000000000006,"all",11.5600000000004,4.16156670746641
"TL","adults","tarsus",55,24.6730909090909,0.692033558422765,"all",0.478910445983274,2.80481096175827
"TL","adults","winglength",161,160.560062111801,3.32957554163492,"all",11.0860732874535,2.07372586796614
"TL","non-adult","billlength",34,15.97,0.641404708000003,"all",0.411399999444569,4.01631000626176
"TL","non-adult","headbill",34,37.39,1.22449989800002,"all",1.49940000020206,3.27493955068205
"TL","non-adult","tarsus",34,24.79,0.816333264999992,"all",0.666399999545547,3.29299421137552
"TL","non-adult","winglength",34,160.85,3.9650472879999,"all",15.7215999960754,2.4650589294373
"TL","unknown","billlength",106,15.7,0.48041648597859,"all",0.230800000000016,3.05997761769802
"TL","unknown","tarsus",105,24.05,0.644748012792518,"all",0.415699999999902,2.68086491805621
"TL","unknown","winglength",101,158,3.66136586535657,"all",13.4055999999982,2.31732016794719
"TM","adults","headbill",156,31.65,0.657647321898385,"all",0.432500000000118,2.07787463475003
"TM","adults","tail",156,56.95,2.27757546526996,"all",5.1873499999997,3.99925454832303
"TM","adults","tarsus",156,22.25,0.721734023030634,"all",0.520899999999983,3.24374841811521
"TM","adults","winglength",156,122.8,2.58195662240855,"all",6.66649999999936,2.10257053942064
"TM","unknown","billlength",87,11.1,0.553232922616371,"all",0.306066666666652,4.98408038393127
"TM","unknown","headbill",55,31.8,0.700000000000007,"all",0.490000000000009,2.20125786163524
"TM","unknown","tail",14,58.4,2.80000000000003,"all",7.84000000000015,4.79452054794525
"TM","unknown","tarsus",105,22.1666666666667,0.973989504848767,"all",0.948655555555547,4.3939376158591
"TM","unknown","winglength",115,121.366666666667,3.1120232789763,"all",9.68468888889038,2.56414991401508
"WE","adults","billlength",29,55.6,4.45731982249426,"all",19.8677000000002,8.01676227067312
"WE","adults","tail",32,292.5,22.8269577473654,"all",521.070000000007,7.80408811875741
"WE","adults","tarsus",17,95.5,2.30896080521083,"all",5.33129999999983,2.41776000545636
"WE","adults","winglength",33,637,40.365145856295,"all",1629.34499999997,6.33675759125511
"WE","non-adult","billlength",42,54.8,3.16570687209045,"all",10.0217000000007,5.77683735782929
"WE","non-adult","tail",51,333.5,23.9189255611533,"all",572.114999999991,7.17209162253471
"WE","non-adult","winglength",53,665,31.7949681553551,"all",1010.92000000004,4.78119821885038
